,Gene Name1,Gene Name2,Gene Name3,Gene Name4,Gene Name5,fisher_log2fc,fisher_pval_adj
chr1_51041732_51049498,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,0.069682486,0.88802798
chr1_51054241_51058956,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,-0.325498104,0.47147089
chr1_51072064_51076439,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,-0.035107549,1
chr1_51091954_51094157,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,-0.032893028,0.99828674
chr1_51095384_51099873,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,0.560400009,0.09286095
chr1_51104108_51108495,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,-0.031708412,0.99222652
chr1_51130996_51140443,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,-0.035227735,0.98898379
chr1_51143732_51148561,Tmeff2,Cavin2,Nabp1,Myo1b,Stat4,0.054605313,0.93427335
chr1_51325774_51327932,Cavin2,Tmeff2,Nabp1,Myo1b,Stat4,-0.081050709,0.93799563
chr1_51332185_51336041,Cavin2,Nabp1,Tmeff2,Myo1b,Stat4,-0.048844971,0.97264189
chr1_51696634_51698163,Myo1b,Nabp1,Stat4,Stat4,Cavin2,-0.034006774,1
chr1_51744752_51748671,Myo1b,Stat4,Stat4,Nabp1,Stat1,0.271561205,0.75890429
chr1_51906345_51908446,Myo1b,Stat4,Stat4,Stat1,Stat1,-0.568081737,0.56219667
chr1_52110683_52114275,Stat4,Stat1,Stat1,Gls,Gls,-0.07045,0.96615818
chr1_52292175_52296291,Gls,Stat1,Nab1,Stat4,Nemp2,-0.295049131,0.71359578
chr1_52304626_52305841,Gls,Stat1,Nab1,Stat4,Nemp2,-0.165733427,0.95698702
chr1_52437958_52438806,Nab1,Nemp2,Gls,Mfsd6,Mfsd6,-0.184124321,0.90100859
chr1_52494255_52503192,Nab1,Nemp2,Mfsd6,Mfsd6,Gls,0.117865168,0.78928126
chr1_52553330_52555318,Nab1,Nemp2,Mfsd6,Mfsd6,Inpp1,-0.165323153,0.8952415
chr1_52596371_52598903,Nemp2,Mfsd6,Mfsd6,Nab1,Inpp1,-0.355710983,0.57211049
chr1_52630360_52633797,Nemp2,Mfsd6,Mfsd6,Nab1,Inpp1,0.250143111,0.81474189
chr1_52751060_52753222,Mfsd6,Inpp1,Hibch,Nemp2,Nab1,-0.055689894,1
chr1_52814806_52817019,Inpp1,Hibch,Mfsd6,Nemp2,Mstn,0.151366085,0.89790607
chr1_52949554_52954312,Hibch,Mstn,Inpp1,Mfsd6,Pms1,0.001949997,1
chr1_53311218_53316046,Osgepl1,Ormdl1,Pms1,Asnsd1,Dnah7a,0.153902039,0.8257853
chr1_53940027_53940430,Hecw2,Mir7681,Stk17b,Dnah7a,Ccdc150,-1.032232881,0.43900602
chr1_53983910_53988718,Hecw2,Mir7681,Stk17b,Ccdc150,Dnah7a,0.010905204,1
chr1_54008847_54015568,Hecw2,Mir7681,Stk17b,Ccdc150,Dnah7a,-0.449473023,0.56701552
chr1_54021382_54023820,Hecw2,Mir7681,Ccdc150,Stk17b,Dnah7a,-0.483751118,0.34269917
chr1_54113951_54123249,Hecw2,Ccdc150,Mir7681,Gtf3c3,Stk17b,-0.031515654,0.99069858
chr1_54166195_54172174,Hecw2,Ccdc150,Gtf3c3,Pgap1,Mir7681,-0.404780984,0.35337227
chr1_54186833_54195798,Hecw2,Ccdc150,Gtf3c3,Pgap1,Mir7681,-0.178708598,0.80295238
chr1_54249956_54251010,Ccdc150,Hecw2,Gtf3c3,Pgap1,Ankrd44,1.149122357,0.23908629
chr1_54467883_54469053,Pgap1,Gtf3c3,Ccdc150,Ankrd44,Hecw2,0.427597761,0.66193402
chr1_54577590_54581119,Pgap1,Ankrd44,Gtf3c3,Ccdc150,Hecw2,0.495530099,0.4108196
chr1_54584486_54587165,Pgap1,Ankrd44,Gtf3c3,Ccdc150,Hecw2,0.553782403,0.52465656
chr1_54821646_54822533,Ankrd44,Sf3b1,Coq10b,Hspd1,Pgap1,-0.685084879,0.37237624
chr1_54896101_54899416,Ankrd44,Sf3b1,Coq10b,Hspd1,Hspe1,0.266793251,0.66060388
chr1_55026359_55027967,Sf3b1,Coq10b,Hspd1,Hspe1,Ankrd44,-0.190800741,0.91919281
chr1_55128541_55133192,Mob4,Rftn2,Hspe1,Hspd1,Coq10b,-0.052420933,0.95375496
chr1_55243006_55249931,Mars2,Rftn2,Boll,Mob4,Hspe1,-0.15029721,0.81812196
chr1_55885799_55901654,Plcl1,Boll,Boll,Mars2,Rftn2,-0.271104515,8.15E-17
chr1_55908526_55918235,Plcl1,Boll,Boll,Mars2,Rftn2,-0.415205598,1.08E-07
chr1_55955833_55962005,Plcl1,Boll,Boll,Hsfy2,Mars2,-0.4178572,5.07E-05
chr1_56127768_56132357,Plcl1,Hsfy2,Satb2,Boll,Boll,-0.498719305,0.01518469
chr1_56209436_56213682,Hsfy2,Plcl1,Satb2,Boll,Boll,-0.437863469,0.01108953
chr1_56241906_56253519,Hsfy2,Plcl1,Satb2,Boll,Boll,-0.292992175,2.23E-17
chr1_56452742_56455090,Hsfy2,Satb2,Plcl1,BC055402,Tyw5,-0.379281253,0.47147089
chr1_56850470_56853944,Satb2,Hsfy2,BC055402,Tyw5,Maip1,-0.224480137,0.77032587
chr1_56900816_56916086,Satb2,Hsfy2,BC055402,Tyw5,Maip1,-0.100328237,0.78928126
chr1_56917397_56922226,Satb2,BC055402,Hsfy2,Tyw5,Maip1,-0.240748659,0.63650919
chr1_56924161_56928422,Satb2,BC055402,Hsfy2,Tyw5,Maip1,-0.354652584,0.45181978
chr1_56942185_56982443,Satb2,BC055402,Hsfy2,Tyw5,Maip1,-0.298570007,8.15E-17
chr1_57263777_57268493,BC055402,Tyw5,Maip1,Satb2,Spats2l,-0.151908636,0.81298222
chr1_57339821_57342176,Tyw5,Maip1,BC055402,Satb2,Spats2l,-0.368401051,0.50166416
chr1_57775577_57783666,Spats2l,Spats2l,Kctd18,Sgo2a,Sgo2a,0.019037351,1
chr1_57799274_57802830,Spats2l,Spats2l,Kctd18,Sgo2a,Sgo2a,-0.37312004,0.62040083
chr1_57803999_57810512,Spats2l,Spats2l,Kctd18,Sgo2a,Sgo2a,-0.362570941,0.56832607
chr1_57816977_57826312,Spats2l,Spats2l,Kctd18,Sgo2a,Sgo2a,-0.482664853,0.08301101
chr1_58209884_58211186,Aox4,Aox3,Aox2,Aox1,Bzw1,-0.022735888,1
chr1_58391936_58392607,Bzw1,Aox2,Clk1,Ppil3,Ppil3,0.361429125,0.78757536
chr1_58583828_58585503,Fam126b,Ndufb3,Als2cr12,Orc2,Orc2,0.340252727,0.60617406
chr1_58612972_58619643,Ndufb3,Fam126b,Fam126b,Als2cr12,Cflar,0.359683633,0.57385356
chr1_58621120_58625450,Ndufb3,Als2cr12,Fam126b,Fam126b,Cflar,-0.054111134,0.99069858
chr1_58651515_58653517,Als2cr12,Ndufb3,Cflar,Cflar,Fam126b,0.099058814,0.96047201
chr1_58710804_58714308,Cflar,Als2cr12,Cflar,Als2cr12,Casp8,0.094502673,0.95774782
chr1_58735251_58737492,Cflar,Cflar,Als2cr12,Als2cr12,Casp8,-0.027793905,1
chr1_58971063_58973140,Trak2,Stradb,Als2cr11,Casp8,Tmem237,0.397679597,0.64059577
chr1_59099692_59101522,Tmem237,Als2cr11,Mpp4,Als2,Als2,0.150345549,0.91714391
chr1_59120451_59121455,Mpp4,Tmem237,Tmem237,Als2cr11,Als2,0.457275778,0.42095088
chr1_59485221_59489889,Fzd7,Cdk15,Sumo1,Nop58,Snord70,0.27656576,0.78608257
chr1_59683121_59685424,Nop58,Snord70,Sumo1,Snord11,Bmpr2,-0.086391605,0.97264189
chr1_59761179_59767706,Bmpr2,Nop58,Snord11,Snord70,Sumo1,0.073847696,0.90100859
chr1_59788296_59789876,Bmpr2,Nop58,Snord11,Snord70,Sumo1,-0.107795916,0.97374166
chr1_59910923_59913059,Fam117b,Bmpr2,Ica1l,Ica1l,Wdr12,0.557905972,0.44143958
chr1_59941386_59945563,Fam117b,Ica1l,Bmpr2,Ica1l,Wdr12,-0.661912322,0.38008208
chr1_60179730_60180205,Nbeal1,Carf,Wdr12,Wdr12,Wdr12,0.420176625,0.51517027
chr1_60340744_60345128,Cyp20a1,Nbeal1,Abi2,Raph1,Carf,-0.01583495,1
chr1_60357996_60359715,Cyp20a1,Nbeal1,Abi2,Raph1,Carf,-0.3193205,0.76566967
chr1_60394988_60396634,Cyp20a1,Abi2,Nbeal1,Raph1,Carf,0.535901487,0.48452319
chr1_60405389_60409141,Abi2,Cyp20a1,Nbeal1,Raph1,Carf,0.214548141,0.60895026
chr1_60463907_60470332,Abi2,Raph1,Cyp20a1,Nbeal1,Cd28,-0.112588592,0.83495757
chr1_60561744_60568574,Raph1,Abi2,Cyp20a1,Cd28,Nbeal1,0.143720448,0.71612459
chr1_60666907_60668729,Cd28,Raph1,Abi2,Ctla4,Cyp20a1,0.768141031,0.30183368
chr1_60718135_60719058,Cd28,Raph1,Ctla4,Abi2,Icos,-0.108463891,0.96525507
chr1_60843692_60848446,Ctla4,Cd28,Icos,Raph1,Abi2,0.16678232,0.78594369
chr1_60850543_60851941,Ctla4,Cd28,Icos,Raph1,Abi2,0.328748882,0.72694036
chr1_60857704_60862996,Ctla4,Cd28,Icos,Raph1,Abi2,0.232227087,0.64689408
chr1_60901992_60902768,Ctla4,Icos,Cd28,Raph1,Abi2,0.501098812,0.60072707
chr1_61296656_61297364,Icos,Pard3b,Ctla4,Cd28,Raph1,0.509490907,0.66263034
chr1_61470981_61472578,Pard3b,Icos,Ctla4,Cd28,Raph1,0.532569587,0.54140128
chr1_62702966_62710146,Nrp2,Pard3b,Ino80d,Ino80dos,Ino80dos,0.051146694,0.94600923
chr1_62722355_62728885,Nrp2,Pard3b,Ino80d,Ino80dos,Ino80dos,1.578134537,0.00196068
chr1_63112945_63117504,Ino80d,Ndufs1,Eef1b2,Snora41,Gpr1,0.116214804,0.86809923
chr1_63181728_63183059,Gpr1,Eef1b2,Snora41,Ndufs1,Zdbf2,-0.299910426,0.79816255
chr1_63212575_63214943,Gpr1,Eef1b2,Snora41,Ndufs1,Ino80dos,-0.184108883,0.86910715
chr1_63256055_63257783,Zdbf2,Zdbf2,Gpr1,Eef1b2,Snora41,0.148869708,0.93892732
chr1_63270968_63274891,Zdbf2,Gpr1,Eef1b2,Snora41,Ndufs1,0.279900014,0.74896648
chr1_63666815_63669863,Dytn,Mdh1b,Fastkd2,Adam23,Mir1958,-0.166739762,0.68747441
chr1_63729270_63730349,Mdh1b,Fastkd2,Dytn,Adam23,Mir1958,0.197610557,0.82964047
chr1_63767064_63771419,Fastkd2,Mdh1b,Dytn,Adam23,Mir1958,-0.066982701,0.9891254
chr1_63934625_63935251,Mir1958,Klf7,Mir6899,Fastkd2,Mdh1b,0.02843423,0.9999275
chr1_63967806_63975066,Mir1958,Klf7,Mir6899,Fastkd2,Mdh1b,-0.204272136,0.67477077
chr1_63976780_63979472,Mir1958,Klf7,Mir6899,Fastkd2,Mdh1b,-0.076764107,0.95698702
chr1_63986925_63988362,Mir1958,Klf7,Mir6899,Fastkd2,Mdh1b,0.118161671,0.90475944
chr1_63990928_63997100,Mir1958,Klf7,Mir6899,Fastkd2,Mdh1b,-0.229454264,0.49277052
chr1_64017708_64029269,Klf7,Mir6899,Mir1958,Fastkd2,Mdh1b,0.353744775,0.40055642
chr1_64065236_64069228,Klf7,Mir6899,Mir1958,Fastkd2,Mdh1b,0.153965116,0.82715607
chr1_64105207_64109735,Klf7,Mir6899,Mir1958,Fastkd2,Mdh1b,0.415329397,0.34596538
chr1_64114090_64121089,Klf7,Mir6899,Mir1958,Fastkd2,Mdh1b,0.253517151,0.18668234
chr1_64171309_64175038,Klf7,Mir6899,Mir1958,Creb1,Fastkd2,0.437585235,0.4952822
chr1_64195397_64199562,Klf7,Mir6899,Mir1958,Creb1,Mettl21a,-0.237963423,0.81712381
chr1_64533569_64537431,Creb1,Mettl21a,Ccnyl1,Fzd5,Plekhm3,-0.30570215,0.54075383
chr1_64537608_64544219,Creb1,Mettl21a,Ccnyl1,Fzd5,Plekhm3,-0.247249618,0.69870701
chr1_64615729_64620613,Mettl21a,Creb1,Ccnyl1,Fzd5,Plekhm3,0.100873396,0.93185298
chr1_64655068_64660169,Ccnyl1,Mettl21a,Creb1,Fzd5,Plekhm3,0.067974411,0.95447702
chr1_64671081_64672403,Ccnyl1,Mettl21a,Fzd5,Creb1,Plekhm3,0.693901956,0.46089608
chr1_64953517_64958165,Plekhm3,Akr1cl,Cryge,Crygd,Crygc,-0.170126513,0.75768933
chr1_64975821_64984159,Plekhm3,Akr1cl,Cryge,Crygd,Crygc,-0.254502416,0.59392192
chr1_65174725_65181421,Idh1,Pikfyve,Cryga,Crygb,Crygc,0.216190189,0.53584423
chr1_65279338_65281509,Pikfyve,Pth2r,Idh1,Idh1,Cryga,-0.480627686,0.48853092
chr1_65353606_65355459,Pth2r,Pikfyve,Idh1,Idh1,Cryga,-0.397906482,0.73999935
chr1_66193487_66200398,Map2,Map2,Crygf,Unc80,Rpe,0.175787538,0.74578666
chr1_66219238_66222956,Map2,Map2,Unc80,Crygf,Rpe,0.488830239,0.37237624
chr1_66250406_66252675,Map2,Map2,Unc80,Crygf,Rpe,0.567551494,0.37782785
chr1_66260116_66267648,Map2,Map2,Unc80,Crygf,Rpe,-0.005505078,1
chr1_66291149_66293324,Map2,Map2,Unc80,Crygf,Rpe,-0.653353989,0.29644889
chr1_66312739_66317167,Map2,Map2,Unc80,Rpe,Crygf,-0.380514115,0.61056646
chr1_66318956_66328495,Map2,Unc80,Rpe,Crygf,Kansl1l,0.114212722,0.43276477
chr1_66400461_66405295,Map2,Unc80,Rpe,Kansl1l,Acadl,-0.150925592,0.78750497
chr1_66813733_66818331,Kansl1l,Acadl,Rpe,Myl1,Unc80,0.137347355,0.86661517
chr1_66836903_66838994,Acadl,Kansl1l,Myl1,Rpe,Unc80,0.021294327,1
chr1_66894947_66898881,Myl1,Acadl,Kansl1l,Lancl1,Rpe,0.121218726,0.88944691
chr1_66983886_66993087,Lancl1,Myl1,Myl1,Acadl,Cps1,-0.247249618,0.69870701
chr1_67183522_67184080,Cps1,Lancl1,Lancl1,Myl1,Myl1,-0.491199136,0.67477077
chr1_67609030_67613473,Cps1,Erbb4,Lancl1,Lancl1,Myl1,-0.020443447,1
chr1_69020800_69035100,Erbb4,Ikzf2,Spag16,Spag16,,0.18866913,0.56260976
chr1_69038601_69042840,Erbb4,Ikzf2,Spag16,Spag16,,-0.148453951,0.90492319
chr1_69044325_69047953,Erbb4,Ikzf2,Spag16,Spag16,,0.090585575,0.95447702
chr1_69058835_69063133,Erbb4,Ikzf2,Spag16,Spag16,,0.612968147,0.25830233
chr1_69087054_69108630,Erbb4,Ikzf2,Spag16,Spag16,,0.388776064,0.00179205
chr1_69331284_69332042,Ikzf2,Erbb4,Spag16,Spag16,,0.046838414,1
chr1_69655446_69659864,Ikzf2,Spag16,Spag16,Erbb4,,0.717589855,0.37106154
chr1_69683902_69692210,Ikzf2,Spag16,Spag16,Erbb4,,-0.122258574,0.83779999
chr1_69758423_69762365,Spag16,Ikzf2,Spag16,Erbb4,Vwc2l,0.39471361,0.6515831
chr1_70315191_70316455,Spag16,Spag16,Vwc2l,Ikzf2,Bard1,-0.220283955,0.91169526
chr1_70723739_70728402,Spag16,Bard1,Abca12,Spag16,Atic,0.017710146,1
chr1_70751300_70755547,Vwc2l,Spag16,Bard1,Abca12,Atic,0.296498418,0.66619908
chr1_70769359_70774315,Vwc2l,Spag16,Bard1,Abca12,Atic,0.108410396,0.87621594
chr1_70793452_70797920,Vwc2l,Spag16,Bard1,Abca12,Atic,0.149859816,0.91169526
chr1_70837864_70842380,Vwc2l,Spag16,Bard1,Abca12,Atic,0.05728364,1
chr1_70860160_70862092,Vwc2l,Spag16,Bard1,Abca12,Atic,-0.256516665,0.83779999
chr1_71270142_71276242,Abca12,Bard1,Atic,Fn1,Apol7d,-0.403002739,0.31631578
chr1_71504863_71506797,Atic,Fn1,Abca12,Apol7d,Bard1,-0.108075604,0.96948467
chr1_71770816_71772279,Apol7d,Fn1,Atic,Abca12,Mreg,-0.566164732,0.62040083
chr1_71799038_71803813,Apol7d,Fn1,Atic,Mreg,Abca12,-0.350739449,0.58484048
chr1_72225571_72226651,Mreg,Pecr,Tmem169,Xrcc5,4-Mar,0.029090712,1
chr1_72283639_72286978,Pecr,Xrcc5,Mreg,4-Mar,Smarcal1,0.856259584,0.15400609
chr1_72531020_72538341,4-Mar,Smarcal1,Ankar,Xrcc5,Rpl37a,-0.11294686,0.90827587
chr1_72577253_72583248,Smarcal1,4-Mar,Ankar,Rpl37a,Xrcc5,-0.158874989,0.7478646
chr1_72869878_72873540,Igfbp5,Igfbp2,Tnp1,Rpl37a,Ankar,-0.119568601,0.91339748
chr1_72876815_72878892,Igfbp5,Igfbp2,Tnp1,Rpl37a,Ankar,-0.526212633,0.56832607
chr1_73362910_73364640,Pinc,Tnp1,Igfbp5,Mir6351,Igfbp2,-0.686023951,0.32425873
chr1_73911602_73912107,Tns1,Mir6351,Rufy4,Cxcr2,Cxcr1,0.420561522,0.7478646
chr1_74206666_74208607,Mir1928,Cxcr1,Arpc2,Cxcr2,Rufy4,-0.409767717,0.62756864
chr1_74211020_74213285,Mir1928,Cxcr1,Arpc2,Cxcr2,Rufy4,0.41230455,0.68276939
chr1_74219001_74220562,Mir1928,Arpc2,Cxcr1,Cxcr2,Gpbar1,0.459038705,0.46610919
chr1_74226290_74227642,Arpc2,Mir1928,Cxcr1,Gpbar1,Aamp,-0.046421275,1
chr1_74233689_74241344,Arpc2,Mir1928,Gpbar1,Aamp,Cxcr1,0.271530986,0.47147089
chr1_74325317_74326715,Pnkd,Pnkd,Tmbim1,Catip,Pnkd,0.588759482,0.4828783
chr1_74762201_74763518,Wnt6,Prkag3,Cyp27a1,Wnt10a,Ttll4,-0.457418203,0.64669195
chr1_74805940_74809895,Wnt10a,Wnt6,Cdk5r2,Prkag3,Cyp27a1,-0.309709847,0.64272418
chr1_74813960_74819935,Wnt10a,Wnt6,Cdk5r2,Fev,Prkag3,-0.141609818,0.77574123
chr1_74837435_74843651,Cdk5r2,Wnt10a,Fev,Cryba2,Wnt6,-0.203234643,0.55031856
chr1_74847302_74854185,Cdk5r2,Fev,Cryba2,Wnt10a,Mir375,-0.107081756,0.75768933
chr1_74856679_74860501,Cdk5r2,Fev,Cryba2,Mir375,Cfap65,-0.691088021,0.35213722
chr1_74880826_74881229,Fev,Cryba2,Mir375,Cfap65,Cdk5r2,-0.581537902,0.58618624
chr1_75229764_75231388,Dnajb2,Dnajb2,Tuba4a,Stk16,Ptprn,-0.107795916,0.97374166
chr1_75282075_75283578,Resp18,Ptprn,Dnpep,Dnajb2,Tuba4a,0.951606214,0.15623053
chr1_75288904_75294045,Resp18,Dnpep,Ptprn,Dnajb2,Des,-0.004039158,1
chr1_75299544_75300015,Dnpep,Resp18,Ptprn,Dnajb2,Des,-0.459769309,0.672352
chr1_75337412_75343895,Des,Dnpep,Dnpep,Speg,Speg,-0.301950425,0.37368314
chr1_75371035_75373997,Speg,Des,Speg,Speg,Speg,-0.415511459,0.35337227
chr1_75380272_75381296,Speg,Speg,Speg,Des,Speg,0.90146786,0.31744324
chr1_75384123_75387494,Speg,Speg,Des,Gmppa,Asic4,0.019037351,1
chr1_75456750_75460457,Asic4,Gmppa,Chpf,Tmem198,Speg,-0.073808715,1
chr1_75564294_75567694,Slc4a3,Stk11ip,Inha,Obsl1,Tmem198,-0.046504039,0.9891254
chr1_75584581_75586570,Slc4a3,Stk11ip,Inha,Obsl1,Tmem198,-0.497292608,0.62923601
chr1_75652096_75654030,Slc4a3,Stk11ip,Inha,Obsl1,Tmem198,-0.400035083,0.62040083
chr1_75935681_75937461,Slc4a3,Stk11ip,Inha,Obsl1,Tmem198,0.24695076,0.88564452
chr1_76466487_76469149,Mir6343,Epha4,Slc4a3,Stk11ip,Inha,-0.70027411,0.29374071
chr1_76636311_76639815,Mir6343,Epha4,Mir6352,,,-0.855645955,0.21027857
chr1_76865037_76867408,Mir6343,Epha4,Mir6352,,,-0.412402511,0.59850261
chr1_77109568_77111725,Epha4,Mir6352,Mir6343,Pax3,,-0.038458984,1
chr1_77406732_77421222,Epha4,Mir6352,Pax3,Sgpp2,Mir6343,-0.057531133,0.91169526
chr1_77451838_77456367,Epha4,Mir6352,Pax3,Sgpp2,Mir6343,-0.249209002,0.77828782
chr1_77483884_77490263,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.020489238,1
chr1_77497053_77506280,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.141392797,0.73361979
chr1_77509516_77513348,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.64227885,0.33598896
chr1_77516511_77518020,Epha4,Mir6352,Pax3,Sgpp2,Farsb,0.110154949,0.91826755
chr1_77519178_77523937,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.213858917,0.76328738
chr1_77526322_77528541,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.141427606,0.90104407
chr1_77542435_77547339,Epha4,Mir6352,Pax3,Sgpp2,Farsb,0.108260907,0.81117295
chr1_77633866_77636496,Epha4,Mir6352,Pax3,Sgpp2,Farsb,-0.619540811,0.36354542
chr1_77894181_77895791,Pax3,Epha4,Mir6352,Sgpp2,Farsb,-0.482717127,0.43594799
chr1_78535367_78539194,Mogat1,Farsb,Sgpp2,Utp14b,Utp14b,0.001867211,1
chr1_78545943_78546495,Mogat1,Farsb,Utp14b,Utp14b,Sgpp2,-0.721341133,0.52924321
chr1_78655735_78657505,Utp14b,Utp14b,Mogat1,Kcne4,Farsb,0.015402631,1
chr1_78704766_78708466,Acsl3,Utp14b,Kcne4,Mogat1,Farsb,0.028278917,1
chr1_79432424_79441257,Scg2,Ap1s3,Wdfy1,Wdfy1,Mrpl44,0.32180962,0.57217221
chr1_79449173_79450939,Scg2,Ap1s3,Wdfy1,Wdfy1,Mrpl44,0.109287083,0.97180293
chr1_79757761_79763037,Wdfy1,Mrpl44,Serpine2,Ap1s3,Scg2,-0.190853834,0.90581356
chr1_79794473_79795752,Serpine2,Mrpl44,Wdfy1,Ap1s3,Scg2,-1.128410816,0.18567856
chr1_79855976_79858167,Serpine2,Mrpl44,Wdfy1,Ap1s3,Fam124b,0.213572979,0.85485174
chr1_80032268_80036448,Fam124b,Serpine2,Cul3,Mrpl44,Wdfy1,0.117887825,0.95078871
chr1_80073448_80074989,Fam124b,Cul3,Serpine2,Mrpl44,Wdfy1,-0.72679019,0.14021358
chr1_80472241_80472980,Dock10,Cul3,Fam124b,Nyap2,Serpine2,-0.322000742,0.84456501
chr1_80772796_80773800,Dock10,Dock10,Nyap2,Cul3,Fam124b,-1.16911757,0.25207745
chr1_80850474_80854325,Dock10,Dock10,Nyap2,Cul3,Fam124b,-0.288810939,0.73999935
chr1_81001417_81005161,Nyap2,Dock10,Dock10,Cul3,Fam124b,-0.165269434,0.88220219
chr1_81075814_81079914,Nyap2,Dock10,Dock10,Cul3,Fam124b,0.44661814,0.02553548
chr1_81086688_81093455,Nyap2,Dock10,Dock10,Cul3,Fam124b,0.414140165,0.10305012
chr1_81095914_81100420,Nyap2,Dock10,Dock10,Cul3,Fam124b,-0.385747582,0.53029619
chr1_81106205_81113337,Nyap2,Dock10,Dock10,Cul3,Fam124b,-0.00921998,1
chr1_81210160_81217154,Nyap2,Dock10,Dock10,Cul3,Mir6344,0.004838863,1
chr1_81283987_81287808,Nyap2,Dock10,Dock10,Mir6344,Cul3,0.094502673,0.95774782
chr1_81299914_81302277,Nyap2,Dock10,Dock10,Mir6344,Irs1,-0.083610795,0.95222914
chr1_82110500_82115040,Mir6344,Irs1,Rhbdd1,Rhbdd1,Col4a4,-0.045689721,1
chr1_82281683_82286536,Irs1,Rhbdd1,Rhbdd1,Mir6344,Col4a4,0.046795625,0.97669412
chr1_82290485_82295434,Irs1,Rhbdd1,Rhbdd1,Col4a4,Mir6344,0.301885068,0.79532269
chr1_82723710_82724947,Mff,Col4a3,Tm4sf20,Agfg1,Col4a4,0.190518275,0.89945977
chr1_82773444_82775708,Tm4sf20,Mff,Col4a3,Agfg1,Col4a4,-0.241129324,0.68708469
chr1_82834687_82839310,Agfg1,Tm4sf20,Mff,Col4a3,Slc19a3,0.095707841,0.95854157
chr1_82905358_82906842,Agfg1,Agfg1,Slc19a3,Tm4sf20,Mff,0.146545678,0.96318692
chr1_82916615_82921162,Agfg1,Agfg1,Slc19a3,Krtap28-13,Tm4sf20,-0.112132832,0.93427518
chr1_83037140_83038302,Slc19a3,Krtap28-13,Ccl20,Daw1,Agfg1,-0.500143409,0.49038259
chr1_83236510_83238227,Sphkap,Daw1,Ccl20,Krtap28-13,Slc19a3,0.087689273,0.97736799
chr1_83315986_83318093,Sphkap,Daw1,Ccl20,Krtap28-13,Slc19a3,-0.506466985,0.57605725
chr1_83332804_83341289,Sphkap,Daw1,Ccl20,Krtap28-13,Slc19a3,-0.129867569,0.87044848
chr1_83345074_83351723,Sphkap,Daw1,Ccl20,Krtap28-13,Slc19a3,0.184037969,0.77916564
chr1_83403235_83409853,Sphkap,Daw1,Ccl20,Krtap28-13,Slc19a3,-0.131977513,0.80276616
chr1_84085669_84088980,Pid1,Mir6353,Dner,Mir5126,Trip12,0.18483676,0.88154977
chr1_84141761_84145286,Pid1,Mir6353,Dner,Mir5126,Trip12,-0.660466254,0.35540491
chr1_84281756_84288271,Pid1,Mir6353,Dner,Mir5126,Trip12,0.215367094,0.72294199
chr1_84500482_84501840,Dner,Mir5126,Pid1,Trip12,Mir6353,-0.017164532,1
chr1_84521443_84523607,Dner,Mir5126,Trip12,Pid1,Mir6353,0.063347347,0.97965646
chr1_84561011_84561736,Dner,Mir5126,Trip12,Pid1,Fbxo36,0.270603031,0.86461586
chr1_84633507_84637441,Dner,Mir5126,Trip12,Fbxo36,Slc16a14,-0.352043092,0.65275415
chr1_84690526_84694879,Dner,Mir5126,Trip12,Fbxo36,Slc16a14,0.136001363,0.749685
chr1_84708373_84711953,Trip12,Dner,Mir5126,Fbxo36,Slc16a14,-0.289144188,0.68276939
chr1_84933215_84936209,Slc16a14,Fbxo36,Trip12,Dner,Mir5126,-0.735819876,0.26775038
chr1_85868369_85871469,Cab39,Itm2c,Gpr55,Mir8096,Spata3,-0.209991038,0.77633498
chr1_85911977_85918251,Itm2c,Gpr55,Cab39,Spata3,Psmd1,-0.185155302,0.80650585
chr1_85926992_85931353,Gpr55,Itm2c,Cab39,Spata3,Psmd1,-0.257059783,0.76148041
chr1_85950997_85955214,Gpr55,Itm2c,Spata3,Cab39,Psmd1,-0.433248669,0.43615231
chr1_85957564_85959451,Gpr55,Itm2c,Spata3,Psmd1,Cab39,0.352502823,0.69361992
chr1_86359935_86360338,Ncl,Snord82,Snora75,Nmur1,Nmur1,0.385560036,0.71616794
chr1_86377333_86379753,Nmur1,Nmur1,Ncl,Snord82,Snora75,0.006576395,1
chr1_86407083_86409185,Tex44,Nmur1,Nmur1,Ncl,Snord82,-0.003333691,1
chr1_86418158_86420503,Tex44,Nmur1,Nmur1,Ncl,Snord82,-0.421750337,0.68538725
chr1_86429377_86430399,Tex44,Nmur1,Nmur1,Ncl,Snord82,0.187017635,0.87381797
chr1_86431899_86443898,Tex44,Nmur1,Nmur1,Ncl,Snord82,0.017433718,0.99069858
chr1_86485467_86489959,Ptma,Pde6d,Tex44,Nmur1,Cops7b,0.175869003,0.57347931
chr1_86499421_86506099,Ptma,Pde6d,Tex44,Cops7b,Nmur1,0.141305611,0.75243767
